"Statistic","Chrom","Gene name","Population","stat"
"Tajima.D","chr12","TMEM117","CIM, TON","Tajima's D"
"Tajima.D","chr12","TMTC2","TON","Tajima's D"
"Tajima.D","chr12","UHRF1BP1L","CIM, SAM","Tajima's D"
"Tajima.D","chr12","ZNF740","CIM, NZM","Tajima's D"
"Tajima.D","chr13","EEF1AKMT1","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr13","GTF2F2","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr13","IL17D","CIM, TON","Tajima's D"
"Tajima.D","chr13","MIR4500HG","TON","Tajima's D"
"Tajima.D","chr13","NBEA","NZM, SAM, TON","Tajima's D"
"Tajima.D","chr13","NHLRC3","CIM, NZM","Tajima's D"
"Tajima.D","chr13","OR7E156P","SAM, TON","Tajima's D"
"Tajima.D","chr13","PROSER1","CIM, NZM","Tajima's D"
"Tajima.D","chr13","RB1","NZM","Tajima's D"
"Tajima.D","chr13","SMIM2-IT1","TON","Tajima's D"
"Tajima.D","chr13","TDRD3","NZM","Tajima's D"
"Tajima.D","chr13","USP12","CIM, SAM","Tajima's D"
"Tajima.D","chr13","XPO4","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr14","AHSA1","NZM, TON","Tajima's D"
"Tajima.D","chr14","ATL1","CIM","Tajima's D"
"Tajima.D","chr14","BRF1","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr14","BTBD6","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr14","C14orf178","CIM, NZM","Tajima's D"
"Tajima.D","chr14","C14orf28","TON","Tajima's D"
"Tajima.D","chr14","DDHD1","NZM","Tajima's D"
"Tajima.D","chr14","FANCM","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr14","FKBP3","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr14","FLJ22447","NZM, SAM, TON","Tajima's D"
"Tajima.D","chr14","ISM2","NZM, TON","Tajima's D"
"Tajima.D","chr14","KLHL28","TON","Tajima's D"
"Tajima.D","chr14","LRFN5","SAM, TON","Tajima's D"
"Tajima.D","chr14","MIS18BP1","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr14","MOK","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr14","NRXN3","SAM, TON","Tajima's D"
"Tajima.D","chr14","PACS2","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr14","PPM1A","TON","Tajima's D"
"Tajima.D","chr14","PRPF39","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr14","RAD51B","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr14","SLC25A21","SAM","Tajima's D"
"Tajima.D","chr14","SNORD127","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr14","SNW1","CIM, NZM","Tajima's D"
"Tajima.D","chr14","VRK1","TON","Tajima's D"
"Tajima.D","chr14","WDR20","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr14","ZFYVE26","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr15","CALML4","CIM, NZM","Tajima's D"
"Tajima.D","chr15","CATSPER2P1","NZM","Tajima's D"
"Tajima.D","chr15","CLPX","CIM, NZM","Tajima's D"
"Tajima.D","chr15","COMMD4","CIM, NZM","Tajima's D"
"Tajima.D","chr15","DAPK2","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr15","ELL3","NZM","Tajima's D"
"Tajima.D","chr15","EMC4","CIM","Tajima's D"
"Tajima.D","chr15","FAN1","SAM, TON","Tajima's D"
"Tajima.D","chr15","FRMD5","TON","Tajima's D"
"Tajima.D","chr15","GABPB1","TON","Tajima's D"
"Tajima.D","chr15","GATM","TON","Tajima's D"
"Tajima.D","chr15","HYPK","NZM","Tajima's D"
"Tajima.D","chr15","IQCH","TON","Tajima's D"
"Tajima.D","chr15","IQCH-AS1","TON","Tajima's D"
"Tajima.D","chr15","KATNBL1","CIM","Tajima's D"
"Tajima.D","chr15","MAN2C1","CIM, NZM","Tajima's D"
"Tajima.D","chr15","MFAP1","NZM","Tajima's D"
"Tajima.D","chr15","MIR1282","NZM","Tajima's D"
"Tajima.D","chr15","MIR5003","TON","Tajima's D"
"Tajima.D","chr15","MIR631","CIM, NZM","Tajima's D"
"Tajima.D","chr15","MTMR10","NZM, SAM, TON","Tajima's D"
"Tajima.D","chr15","MYO5A","CIM, NZM","Tajima's D"
"Tajima.D","chr15","NEIL1","CIM, NZM","Tajima's D"
"Tajima.D","chr15","OAZ2","NZM","Tajima's D"
"Tajima.D","chr15","PDCD7","NZM","Tajima's D"
"Tajima.D","chr15","PDIA3","NZM","Tajima's D"
"Tajima.D","chr15","PIAS1","NZM","Tajima's D"
"Tajima.D","chr15","PTPN9","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr15","REC114","TON","Tajima's D"
"Tajima.D","chr15","RHOV","SAM","Tajima's D"
"Tajima.D","chr15","SCAPER","TON","Tajima's D"
"Tajima.D","chr15","SERF2","NZM","Tajima's D"
"Tajima.D","chr15","SERF2-C15ORF63","NZM","Tajima's D"
"Tajima.D","chr15","SERINC4","NZM","Tajima's D"
"Tajima.D","chr15","SH2D7","TON","Tajima's D"
"Tajima.D","chr15","SIN3A","CIM, NZM","Tajima's D"
"Tajima.D","chr15","SLC12A6","CIM","Tajima's D"
"Tajima.D","chr15","SPATA5L1","TON","Tajima's D"
"Tajima.D","chr15","TMCO5A","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr15","TMEM87A","TON","Tajima's D"
"Tajima.D","chr15","TRPM1","TON","Tajima's D"
"Tajima.D","chr15","UBAP1L","NZM","Tajima's D"
"Tajima.D","chr15","VPS13C","TON","Tajima's D"
"Tajima.D","chr15","VPS39","TON","Tajima's D"
"Tajima.D","chr15","WDR76","NZM","Tajima's D"
"Tajima.D","chr15","ZNF770","NZM","Tajima's D"
"Tajima.D","chr16","ABCA17P","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr16","ABCC11","SAM","Tajima's D"
"Tajima.D","chr16","ABCC12","SAM","Tajima's D"
"Tajima.D","chr16","B3GNT9","NZM","Tajima's D"
"Tajima.D","chr16","BOLA2","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr16","C16orf59","NZM","Tajima's D"
"Tajima.D","chr16","C16orf70","NZM","Tajima's D"
"Tajima.D","chr16","C16orf96","CIM","Tajima's D"
"Tajima.D","chr16","CCNF","CIM, NZM","Tajima's D"
"Tajima.D","chr16","CENPT","CIM, NZM","Tajima's D"
"Tajima.D","chr16","CORO1A","TON","Tajima's D"
"Tajima.D","chr16","CTRL","CIM, NZM","Tajima's D"
"Tajima.D","chr16","DCTPP1","NZM","Tajima's D"
"Tajima.D","chr16","DDX28","CIM, NZM","Tajima's D"
"Tajima.D","chr16","DPEP2","CIM, NZM","Tajima's D"
"Tajima.D","chr16","DPEP3","CIM, NZM","Tajima's D"
"Tajima.D","chr16","DUS2","CIM, NZM","Tajima's D"
"Tajima.D","chr16","E2F4","CIM, NZM","Tajima's D"
"Tajima.D","chr16","EDC4","CIM, NZM","Tajima's D"
"Tajima.D","chr16","ELMO3","CIM, NZM","Tajima's D"
"Tajima.D","chr16","EXOC3L1","CIM, NZM","Tajima's D"
"Tajima.D","chr16","FBXL8","CIM, NZM","Tajima's D"
"Tajima.D","chr16","FHOD1","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr16","GFOD2","CIM","Tajima's D"
"Tajima.D","chr16","GTF3C1","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr16","HSF4","CIM, NZM","Tajima's D"
"Tajima.D","chr16","KCTD19","CIM, NZM","Tajima's D"
"Tajima.D","chr16","KIAA0430","CIM","Tajima's D"
"Tajima.D","chr16","KIAA0556","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr16","KIAA0895L","CIM, NZM","Tajima's D"
"Tajima.D","chr16","LCAT","CIM, NZM","Tajima's D"
"Tajima.D","chr16","LRRC29","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr16","LRRC36","CIM, NZM","Tajima's D"
"Tajima.D","chr16","MIR1225","NZM, TON","Tajima's D"
"Tajima.D","chr16","MIR3180-5","NZM","Tajima's D"
"Tajima.D","chr16","MIR328","CIM, NZM","Tajima's D"
"Tajima.D","chr16","MIR4516","NZM, TON","Tajima's D"
"Tajima.D","chr16","MVP","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr16","NFAT5","NZM","Tajima's D"
"Tajima.D","chr16","NFATC3","CIM, SAM","Tajima's D"
"Tajima.D","chr16","NKD1","CIM, TON","Tajima's D"
"Tajima.D","chr16","NOL3","CIM, NZM","Tajima's D"
"Tajima.D","chr16","NRN1L","CIM, NZM","Tajima's D"
"Tajima.D","chr16","NTN3","NZM","Tajima's D"
"Tajima.D","chr16","NUTF2","CIM, NZM","Tajima's D"
"Tajima.D","chr16","PHKB","NZM","Tajima's D"
"Tajima.D","chr16","PKD1","NZM, TON","Tajima's D"
"Tajima.D","chr16","PLEKHG4","NZM","Tajima's D"
"Tajima.D","chr16","PSKH1","CIM, NZM","Tajima's D"
"Tajima.D","chr16","PSMB10","CIM, NZM","Tajima's D"
"Tajima.D","chr16","RANBP10","NZM","Tajima's D"
"Tajima.D","chr16","SLC12A4","CIM, NZM","Tajima's D"
"Tajima.D","chr16","SLC9A5","NZM","Tajima's D"
"Tajima.D","chr16","THAP11","CIM, NZM","Tajima's D"
"Tajima.D","chr16","TIGD7","CIM, TON","Tajima's D"
"Tajima.D","chr16","TMEM208","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr16","TPPP3","CIM, NZM","Tajima's D"
"Tajima.D","chr16","TRADD","NZM","Tajima's D"
"Tajima.D","chr16","TSC2","NZM, TON","Tajima's D"
"Tajima.D","chr16","TSNAXIP1","NZM","Tajima's D"
"Tajima.D","chr16","ZDHHC1","CIM, NZM","Tajima's D"
"Tajima.D","chr16","ZFHX3","SAM","Tajima's D"
"Tajima.D","chr16","ZNF75A","CIM, TON","Tajima's D"
"Tajima.D","chr16","ZNF771","NZM","Tajima's D"
"Tajima.D","chr17","AATF","SAM","Tajima's D"
"Tajima.D","chr17","ADAP2","CIM","Tajima's D"
"Tajima.D","chr17","AKAP10","TON","Tajima's D"
"Tajima.D","chr17","ALDOC","CIM, NZM","Tajima's D"
"Tajima.D","chr17","AOC2","SAM","Tajima's D"
"Tajima.D","chr17","AOC3","SAM","Tajima's D"
"Tajima.D","chr17","APPBP2","SAM","Tajima's D"
"Tajima.D","chr17","BCAS3","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr17","BECN1","SAM, TON","Tajima's D"
"Tajima.D","chr17","CCDC144CP","NZM, SAM","Tajima's D"
"Tajima.D","chr17","CCDC57","SAM, TON","Tajima's D"
"Tajima.D","chr17","CD300LG","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr17","CEP112","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr17","CEP95","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr17","CNTD1","SAM, TON","Tajima's D"
"Tajima.D","chr17","COA3","SAM, TON","Tajima's D"
"Tajima.D","chr17","CUEDC1","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr17","DCAF7","SAM, TON","Tajima's D"
"Tajima.D","chr17","DDX5","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr17","DGKE","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr17","DPRXP4","CIM, SAM","Tajima's D"
"Tajima.D","chr17","DYNLL2","TON","Tajima's D"
"Tajima.D","chr17","EFCAB5","CIM","Tajima's D"
"Tajima.D","chr17","EPX","SAM, TON","Tajima's D"
"Tajima.D","chr17","FASN","TON","Tajima's D"
"Tajima.D","chr17","FOXJ1","CIM, NZM","Tajima's D"
"Tajima.D","chr17","FOXN1","CIM","Tajima's D"
"Tajima.D","chr17","GGA3","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr17","GJD3","SAM","Tajima's D"
"Tajima.D","chr17","GPR179","NZM","Tajima's D"
"Tajima.D","chr17","GRB2","NZM","Tajima's D"
"Tajima.D","chr17","HSF5","SAM","Tajima's D"
"Tajima.D","chr17","JUP","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr17","KANSL1","CIM, NZM","Tajima's D"
"Tajima.D","chr17","KANSL1-AS1","CIM, NZM","Tajima's D"
"Tajima.D","chr17","KIAA0100","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr17","KRT14","SAM, TON","Tajima's D"
"Tajima.D","chr17","KRT18P55","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr17","KRT9","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr17","LINC00974","SAM, TON","Tajima's D"
"Tajima.D","chr17","LOC100287042","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr17","LPO","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr17","MAP3K3","SAM, TON","Tajima's D"
"Tajima.D","chr17","MIF4GD","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr17","MILR1","NZM","Tajima's D"
"Tajima.D","chr17","MIR2909","SAM","Tajima's D"
"Tajima.D","chr17","MIR3064","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr17","MIR5047","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr17","MKS1","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr17","MPO","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr17","MPP3","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr17","MRPL45","CIM, NZM","Tajima's D"
"Tajima.D","chr17","MRPS7","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr17","MSX2P1","TON","Tajima's D"
"Tajima.D","chr17","MTMR4","SAM","Tajima's D"
"Tajima.D","chr17","NLRP1","NZM, SAM, TON","Tajima's D"
"Tajima.D","chr17","NPLOC4","TON","Tajima's D"
"Tajima.D","chr17","NUP85","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr17","OR4D1","TON","Tajima's D"
"Tajima.D","chr17","OR4D2","TON","Tajima's D"
"Tajima.D","chr17","PAFAH1B1","CIM, TON","Tajima's D"
"Tajima.D","chr17","PIGS","CIM, NZM","Tajima's D"
"Tajima.D","chr17","POLG2","NZM","Tajima's D"
"Tajima.D","chr17","PPM1D","CIM, NZM","Tajima's D"
"Tajima.D","chr17","PROCA1","TON","Tajima's D"
"Tajima.D","chr17","PSME3","SAM, TON","Tajima's D"
"Tajima.D","chr17","PTGES3L","SAM","Tajima's D"
"Tajima.D","chr17","PTGES3L-AARSD1","SAM","Tajima's D"
"Tajima.D","chr17","PYY2","CIM","Tajima's D"
"Tajima.D","chr17","RARA","SAM","Tajima's D"
"Tajima.D","chr17","RNF135","CIM, SAM","Tajima's D"
"Tajima.D","chr17","RNF157","CIM, NZM","Tajima's D"
"Tajima.D","chr17","RNF157-AS1","CIM, NZM","Tajima's D"
"Tajima.D","chr17","RUNDC1","SAM","Tajima's D"
"Tajima.D","chr17","SDF2","CIM","Tajima's D"
"Tajima.D","chr17","SGK494","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr17","SLC13A2","CIM","Tajima's D"
"Tajima.D","chr17","SLC25A19","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr17","SMURF2","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr17","SOCS7","NZM","Tajima's D"
"Tajima.D","chr17","SPAG5","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr17","SPAG5-AS1","CIM, SAM","Tajima's D"
"Tajima.D","chr17","SPECC1","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr17","STRADA","SAM, TON","Tajima's D"
"Tajima.D","chr17","SUPT6H","CIM, TON","Tajima's D"
"Tajima.D","chr17","TACO1","TON","Tajima's D"
"Tajima.D","chr17","UNC119","CIM","Tajima's D"
"Tajima.D","chr17","WNK4","SAM, TON","Tajima's D"
"Tajima.D","chr18","ATP5A1","SAM","Tajima's D"
"Tajima.D","chr18","CCDC178","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr18","CDH7","CIM, NZM","Tajima's D"
"Tajima.D","chr18","DTNA","CIM, NZM","Tajima's D"
"Tajima.D","chr18","FBXO15","NZM, SAM, TON","Tajima's D"
"Tajima.D","chr18","HAUS1","SAM","Tajima's D"
"Tajima.D","chr18","KIAA1328","CIM, NZM","Tajima's D"
"Tajima.D","chr18","L3MBTL4","SAM","Tajima's D"
"Tajima.D","chr18","PSTPIP2","SAM","Tajima's D"
"Tajima.D","chr18","ROCK1","NZM, SAM, TON","Tajima's D"
"Tajima.D","chr18","RTTN","CIM, NZM","Tajima's D"
"Tajima.D","chr18","WDR7","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr18","ZNF407","NZM, SAM, TON","Tajima's D"
"Tajima.D","chr19","ADGRL1","CIM","Tajima's D"
"Tajima.D","chr19","AKAP8","TON","Tajima's D"
"Tajima.D","chr19","BLVRB","SAM, TON","Tajima's D"
"Tajima.D","chr19","HNRNPM","CIM, NZM","Tajima's D"
"Tajima.D","chr19","HOOK2","CIM, NZM","Tajima's D"
"Tajima.D","chr19","LOC100507373","CIM","Tajima's D"
"Tajima.D","chr19","MAP1S","SAM, TON","Tajima's D"
"Tajima.D","chr19","NAPSA","CIM","Tajima's D"
"Tajima.D","chr19","NR1H2","CIM","Tajima's D"
"Tajima.D","chr19","OR7A10","CIM, NZM","Tajima's D"
"Tajima.D","chr19","OR7A5","CIM, NZM","Tajima's D"
"Tajima.D","chr19","SERTAD3","SAM, TON","Tajima's D"
"Tajima.D","chr19","SNORD41","NZM","Tajima's D"
"Tajima.D","chr19","TNPO2","NZM","Tajima's D"
"Tajima.D","chr19","ZNF439","NZM","Tajima's D"
"Tajima.D","chr19","ZNF583","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr19","ZNF667","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr19","ZNF700","NZM","Tajima's D"
"Tajima.D","chr19","ZNF763","NZM","Tajima's D"
"Tajima.D","chr20","ADIG","CIM","Tajima's D"
"Tajima.D","chr20","APMAP","CIM","Tajima's D"
"Tajima.D","chr20","ATRN","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr20","BCL2L1","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr20","BPIFA2","TON","Tajima's D"
"Tajima.D","chr20","CCM2L","NZM","Tajima's D"
"Tajima.D","chr20","CST7","CIM","Tajima's D"
"Tajima.D","chr20","DOK5","NZM, SAM","Tajima's D"
"Tajima.D","chr20","GINS1","NZM","Tajima's D"
"Tajima.D","chr20","GTSF1L","CIM, NZM","Tajima's D"
"Tajima.D","chr20","ID1","SAM","Tajima's D"
"Tajima.D","chr20","KIF16B","CIM, TON","Tajima's D"
"Tajima.D","chr20","LSM14B","NZM","Tajima's D"
"Tajima.D","chr20","MIR3193","SAM","Tajima's D"
"Tajima.D","chr20","MYBL2","CIM, NZM","Tajima's D"
"Tajima.D","chr20","MYT1","SAM, TON","Tajima's D"
"Tajima.D","chr20","NINL","CIM, NZM","Tajima's D"
"Tajima.D","chr20","PCMTD2","SAM, TON","Tajima's D"
"Tajima.D","chr20","PI3","SAM","Tajima's D"
"Tajima.D","chr20","PKIG","CIM, NZM","Tajima's D"
"Tajima.D","chr20","PSMA7","NZM","Tajima's D"
"Tajima.D","chr20","RALGAPB","CIM, NZM, SAM","Tajima's D"
"Tajima.D","chr20","SEMG2","SAM","Tajima's D"
"Tajima.D","chr20","SERINC3","NZM","Tajima's D"
"Tajima.D","chr20","SIRPB1","SAM","Tajima's D"
"Tajima.D","chr20","SNHG11","NZM, SAM","Tajima's D"
"Tajima.D","chr20","SNORA71E","NZM, SAM","Tajima's D"
"Tajima.D","chr20","SYCP2","NZM","Tajima's D"
"Tajima.D","chr20","ZNF337","CIM","Tajima's D"
"Tajima.D","chr21","LCA5L","SAM, TON","Tajima's D"
"Tajima.D","chr21","LINC00308","TON","Tajima's D"
"Tajima.D","chr21","MORC3","CIM","Tajima's D"
"Tajima.D","chr21","PCBP3","CIM, NZM, SAM, TON","Tajima's D"
"Tajima.D","chr21","SH3BGR","SAM, TON","Tajima's D"
"Tajima.D","chr21","WRB","SAM, TON","Tajima's D"
"Tajima.D","chr22","BCL2L13","TON","Tajima's D"
"Tajima.D","chr22","C22orf46","CIM","Tajima's D"
"Tajima.D","chr22","CDPF1","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr22","CELSR1","NZM","Tajima's D"
"Tajima.D","chr22","CSDC2","CIM, NZM","Tajima's D"
"Tajima.D","chr22","DESI1","CIM, NZM","Tajima's D"
"Tajima.D","chr22","GTSE1","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr22","GTSE1-AS1","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr22","MEI1","CIM, SAM, TON","Tajima's D"
"Tajima.D","chr22","MYO18B","SAM, TON","Tajima's D"
"Tajima.D","chr22","PKDREJ","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr22","PMM1","CIM, NZM","Tajima's D"
"Tajima.D","chr22","PPARA","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr22","RBFOX2","NZM","Tajima's D"
"Tajima.D","chr22","SEZ6L","SAM","Tajima's D"
"Tajima.D","chr22","SNU13","CIM","Tajima's D"
"Tajima.D","chr22","TRMU","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr22","TTC38","CIM, NZM, TON","Tajima's D"
"Tajima.D","chr22","XRCC6","CIM, NZM","Tajima's D"
"Zeng.E","chr1","ACBD6","TON","Zeng's E"
"Zeng.E","chr1","AGBL4","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr1","AGMAT","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","AKNAD1","CIM, NZM","Zeng's E"
"Zeng.E","chr1","AKR1A1","CIM, NZM","Zeng's E"
"Zeng.E","chr1","AMPD1","CIM","Zeng's E"
"Zeng.E","chr1","ANGEL2","CIM, NZM","Zeng's E"
"Zeng.E","chr1","ARHGEF2","SAM, TON","Zeng's E"
"Zeng.E","chr1","ATAD3A","NZM","Zeng's E"
"Zeng.E","chr1","ATAD3B","NZM","Zeng's E"
"Zeng.E","chr1","B4GALT3","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr1","BNIPL","NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","BTBD19","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr1","C1orf112","CIM, NZM","Zeng's E"
"Zeng.E","chr1","C1orf146","NZM","Zeng's E"
"Zeng.E","chr1","C1orf228","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","C1orf27","CIM, NZM","Zeng's E"
"Zeng.E","chr1","C1orf56","NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","CAPZA1","CIM, NZM","Zeng's E"
"Zeng.E","chr1","CCDC18","NZM, TON","Zeng's E"
"Zeng.E","chr1","CCDC18-AS1","CIM, NZM","Zeng's E"
"Zeng.E","chr1","CDC42BPA","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr1","CDC42SE1","NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","CEP350","CIM, NZM, TON","Zeng's E"
"Zeng.E","chr1","CFHR2","SAM","Zeng's E"
"Zeng.E","chr1","CLCA3P","SAM","Zeng's E"
"Zeng.E","chr1","COL24A1","SAM","Zeng's E"
"Zeng.E","chr1","CROCC","CIM, NZM","Zeng's E"
"Zeng.E","chr1","DCAF6","CIM, SAM","Zeng's E"
"Zeng.E","chr1","DDI2","CIM","Zeng's E"
"Zeng.E","chr1","DENND2C","CIM, SAM","Zeng's E"
"Zeng.E","chr1","DISP1","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","DNAH14","NZM, TON","Zeng's E"
"Zeng.E","chr1","DNAJC11","CIM, NZM","Zeng's E"
"Zeng.E","chr1","DNAJC16","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","DRAM2","CIM","Zeng's E"
"Zeng.E","chr1","DSTYK","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr1","EIF4G3","NZM","Zeng's E"
"Zeng.E","chr1","ELAVL4","CIM","Zeng's E"
"Zeng.E","chr1","ENAH","CIM","Zeng's E"
"Zeng.E","chr1","EPB41","TON","Zeng's E"
"Zeng.E","chr1","ESPN","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr1","EVI5","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","FAM63A","NZM","Zeng's E"
"Zeng.E","chr1","FBXO42","CIM","Zeng's E"
"Zeng.E","chr1","FCRL2","NZM","Zeng's E"
"Zeng.E","chr1","GMEB1","CIM","Zeng's E"
"Zeng.E","chr1","GNB1","CIM, NZM","Zeng's E"
"Zeng.E","chr1","GPATCH2","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr1","GPATCH3","CIM","Zeng's E"
"Zeng.E","chr1","GPR161","CIM, SAM","Zeng's E"
"Zeng.E","chr1","GPR25","CIM, NZM","Zeng's E"
"Zeng.E","chr1","GPSM2","CIM, NZM","Zeng's E"
"Zeng.E","chr1","GRIK3","CIM","Zeng's E"
"Zeng.E","chr1","HFM1","CIM, NZM, TON","Zeng's E"
"Zeng.E","chr1","HS2ST1","CIM, NZM, TON","Zeng's E"
"Zeng.E","chr1","HYI","NZM","Zeng's E"
"Zeng.E","chr1","IARS2","SAM","Zeng's E"
"Zeng.E","chr1","KCTD3","CIM, NZM","Zeng's E"
"Zeng.E","chr1","KDF1","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","KIAA1107","NZM, TON","Zeng's E"
"Zeng.E","chr1","KIF14","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","KIFAP3","NZM","Zeng's E"
"Zeng.E","chr1","LINC00466","TON","Zeng's E"
"Zeng.E","chr1","LINC01140","CIM, NZM, TON","Zeng's E"
"Zeng.E","chr1","LOC100506023","CIM","Zeng's E"
"Zeng.E","chr1","LRIG2","CIM, SAM","Zeng's E"
"Zeng.E","chr1","LYST","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","MACF1","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","MIR4252","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr1","MIR548F1","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","MROH9","CIM, NZM","Zeng's E"
"Zeng.E","chr1","MSH4","NZM","Zeng's E"
"Zeng.E","chr1","NBPF7","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","NECAP2","CIM","Zeng's E"
"Zeng.E","chr1","NR0B2","CIM, SAM, TON","Zeng's E"
"Zeng.E","chr1","NRAS","CIM, SAM","Zeng's E"
"Zeng.E","chr1","NUDC","CIM, SAM, TON","Zeng's E"
"Zeng.E","chr1","NUP210L","CIM","Zeng's E"
"Zeng.E","chr1","OBSCN","NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","OR10J1","SAM","Zeng's E"
"Zeng.E","chr1","PAPPA2","CIM","Zeng's E"
"Zeng.E","chr1","PFKFB2","CIM","Zeng's E"
"Zeng.E","chr1","PHF13","CIM, NZM","Zeng's E"
"Zeng.E","chr1","PHTF1","CIM, NZM, TON","Zeng's E"
"Zeng.E","chr1","PLD5","TON","Zeng's E"
"Zeng.E","chr1","PLK3","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr1","POU2F1","SAM, TON","Zeng's E"
"Zeng.E","chr1","PPOX","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr1","PRDX6","CIM","Zeng's E"
"Zeng.E","chr1","PRUNE1","NZM","Zeng's E"
"Zeng.E","chr1","PTAFR","CIM, NZM","Zeng's E"
